## htsjdk.samtools.metrics.StringHeader
# picard.analysis.CollectWgsMetrics INPUT=out___/s_RA17_22_2_1.bam OUTPUT=out___/s_RA17_22_2_1___WGS.txt REFERENCE_SEQUENCE=/ifs/depot/assemblies/H.sapiens/b37/index/bwa/0.7.12/b37.fasta TMP_DIR=[/scratch/socci] VALIDATION_STRINGENCY=SILENT    MINIMUM_MAPPING_QUALITY=20 MINIMUM_BASE_QUALITY=20 COVERAGE_CAP=250 STOP_AFTER=-1 INCLUDE_BQ_HISTOGRAM=false VERBOSITY=INFO QUIET=false COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Jan 23 18:02:56 EST 2018

## METRICS CLASS	picard.analysis.CollectWgsMetrics$WgsMetrics
GENOME_TERRITORY	MEAN_COVERAGE	SD_COVERAGE	MEDIAN_COVERAGE	MAD_COVERAGE	PCT_EXC_MAPQ	PCT_EXC_DUPE	PCT_EXC_UNPAIRED	PCT_EXC_BASEQ	PCT_EXC_OVERLAP	PCT_EXC_CAPPED	PCT_EXC_TOTAL	PCT_5X	PCT_10X	PCT_15X	PCT_20X	PCT_25X	PCT_30X	PCT_40X	PCT_50X	PCT_60X	PCT_70X	PCT_80X	PCT_90X	PCT_100X
2900434419	34.93674	11.142878	35	5	0.04426	0	0.000389	0.018777	0.073866	0.014766	0.152058	0.976909	0.972982	0.968343	0.957816	0.915637	0.78189	0.277845	0.034277	0.006034	0.003806	0.002887	0.002278	0.001847

## HISTOGRAM	java.lang.Integer
coverage	count
0	52216438
1	5422165
2	3695579
3	2999411
4	2641012
5	2423972
6	2299542
7	2226047
8	2205309
9	2233814
10	2302240
11	2430536
12	2616084
13	2872887
14	3233661
15	3748742
16	4507862
17	5602061
18	7200436
19	9473185
20	12681351
21	17065946
22	22852969
23	30285315
24	39454045
25	50407961
26	62955246
27	76803723
28	91477975
29	106277397
30	120495652
31	133476594
32	144433031
33	152696718
34	157871283
35	159682422
36	158130613
37	153381245
38	145819714
39	135963288
40	124357607
41	111728279
42	98607828
43	85559865
44	73029347
45	61365352
46	50740835
47	41376810
48	33271295
49	26414501
50	20721442
51	16070988
52	12341055
53	9394594
54	7095426
55	5336516
56	3997413
57	2997348
58	2252326
59	1712231
60	1318634
61	1031233
62	825483
63	677700
64	571294
65	495073
66	438067
67	395766
68	365932
69	340907
70	321809
71	306210
72	292970
73	281136
74	269309
75	258386
76	248992
77	238472
78	228696
79	219054
80	210490
81	203318
82	193304
83	185127
84	178477
85	170887
86	165176
87	159213
88	153643
89	147431
90	143447
91	137804
92	133541
93	130026
94	126546
95	122631
96	118504
97	115550
98	112689
99	109782
100	106424
101	104770
102	101715
103	98814
104	96325
105	93900
106	91454
107	88991
108	85975
109	83166
110	81310
111	78574
112	76260
113	73383
114	70398
115	68507
116	66352
117	63441
118	61510
119	59278
120	57367
121	54881
122	53016
123	51035
124	49492
125	47569
126	46076
127	44559
128	43158
129	41724
130	40363
131	39274
132	38041
133	36845
134	35011
135	34436
136	33256
137	32691
138	31769
139	30995
140	30469
141	30175
142	29158
143	28979
144	28397
145	28026
146	27607
147	27327
148	26743
149	26158
150	26289
151	25392
152	25445
153	25249
154	25005
155	24699
156	24783
157	24240
158	24185
159	24187
160	23790
161	24044
162	23500
163	23378
164	23402
165	23106
166	22958
167	23254
168	22943
169	22866
170	22960
171	22681
172	22576
173	22144
174	22191
175	22172
176	21750
177	21599
178	21534
179	21004
180	20986
181	20653
182	20356
183	20044
184	19672
185	19704
186	19327
187	19005
188	18725
189	18208
190	17763
191	17498
192	17270
193	16932
194	16475
195	16186
196	15996
197	15781
198	15497
199	14991
200	14873
201	14626
202	14226
203	14076
204	13441
205	13280
206	13200
207	12793
208	12605
209	12056
210	11707
211	11375
212	11170
213	10849
214	10584
215	10489
216	10322
217	9917
218	9670
219	9566
220	9190
221	8891
222	8855
223	8629
224	8383
225	8017
226	7907
227	7891
228	7685
229	7457
230	7298
231	7158
232	7081
233	7007
234	6907
235	6691
236	6583
237	6626
238	6392
239	6331
240	6156
241	5919
242	5886
243	5932
244	5486
245	5415
246	5363
247	5319
248	5111
249	5194
250	1070057

