## htsjdk.samtools.metrics.StringHeader
# picard.analysis.CollectGcBiasMetrics REFERENCE_SEQUENCE=/ifs/depot/assemblies/H.sapiens/b37/index/bwa/0.7.12/b37.fasta INPUT=out___/s_RA16_8_7_2.bam OUTPUT=out___/s_RA16_8_7_2___GCB.txt CHART_OUTPUT=out___/s_RA16_8_7_2___GCB.pdf SUMMARY_OUTPUT=out___/s_RA16_8_7_2___GCBsummary.txt TMP_DIR=[/scratch/socci] VALIDATION_STRINGENCY=SILENT    WINDOW_SIZE=100 MINIMUM_GENOME_FRACTION=1.0E-5 ASSUME_SORTED=false IS_BISULFITE_SEQUENCED=false VERBOSITY=INFO QUIET=false COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Jan 23 10:04:53 EST 2018

## METRICS CLASS	picard.analysis.GcBiasDetailMetrics
GC	WINDOWS	READ_STARTS	MEAN_BASE_QUALITY	NORMALIZED_COVERAGE	ERROR_BAR_WIDTH
0	147859	3833	16	0.39463	0.006374
1	108735	1741	15	0.243741	0.005842
2	125328	2262	16	0.274754	0.005777
3	161707	10643	19	1.001922	0.009712
4	172430	4975	16	0.439217	0.006227
5	176048	5211	17	0.450597	0.006242
6	197132	6395	17	0.493835	0.006175
7	207827	7621	17	0.558224	0.006394
8	233446	9564	17	0.623666	0.006377
9	260866	11842	17	0.691045	0.00635
10	302776	14879	18	0.748085	0.006133
11	366886	19955	18	0.827979	0.005861
12	475988	27100	19	0.866706	0.005265
13	625806	37786	19	0.919158	0.004729
14	884586	52793	20	0.908521	0.003954
15	1299770	80373	21	0.941331	0.00332
16	1939300	123397	21	0.968631	0.002757
17	2908647	193128	22	1.010772	0.0023
18	4359342	287761	22	1.00487	0.001873
19	6430002	427249	22	1.011507	0.001547
20	9284118	619258	23	1.015383	0.00129
21	13051720	868253	23	1.012692	0.001087
22	17810187	1171406	23	1.001239	0.000925
23	23626936	1529200	23	0.985271	0.000797
24	30480566	1945903	24	0.971845	0.000697
25	38211236	2415343	24	0.962247	0.000619
26	46523994	2913716	25	0.953386	0.000559
27	55206768	3442391	25	0.949219	0.000512
28	63974508	3981286	25	0.94736	0.000475
29	72527056	4511998	25	0.947038	0.000446
30	80679703	5017015	25	0.946629	0.000423
31	88258407	5492950	25	0.947433	0.000404
32	94991572	5944559	25	0.95265	0.000391
33	100740761	6361270	25	0.961252	0.000381
34	105345024	6729526	25	0.972454	0.000375
35	108891484	7054293	24	0.986185	0.000371
36	111158823	7309827	24	1.001064	0.00037
37	111918627	7458455	24	1.014484	0.000371
38	110882356	7484988	24	1.027608	0.000376
39	108379615	7390807	23	1.038109	0.000382
40	104836501	7157237	23	1.039278	0.000388
41	100572106	6823020	23	1.032756	0.000395
42	95856492	6444703	23	1.023482	0.000403
43	91174666	6051543	23	1.010394	0.000411
44	86951806	5692746	24	0.996648	0.000418
45	83368003	5409571	24	0.987784	0.000425
46	80367152	5171162	24	0.979509	0.000431
47	77839892	4993255	24	0.976518	0.000437
48	75195920	4819920	24	0.975763	0.000444
49	71904126	4604732	24	0.974876	0.000454
50	67723470	4347598	24	0.977257	0.000469
51	62843327	4044469	24	0.979718	0.000487
52	57797477	3732858	24	0.983176	0.000509
53	53096114	3449162	24	0.988894	0.000532
54	48909387	3203626	24	0.997122	0.000557
55	45220793	2993541	24	1.007734	0.000582
56	41676495	2787338	24	1.018116	0.00061
57	37911902	2563600	24	1.029375	0.000643
58	33761496	2311470	23	1.042234	0.000686
59	29258970	2028697	23	1.055497	0.000741
60	24743566	1738401	23	1.069514	0.000811
61	20577658	1469669	23	1.087232	0.000897
62	17020594	1235255	23	1.104792	0.000994
63	14078001	1042636	22	1.127432	0.001104
64	11648917	882102	22	1.152742	0.001227
65	9624766	742147	22	1.173812	0.001363
66	7943555	624219	22	1.196247	0.001514
67	6468111	517286	21	1.217453	0.001693
68	5185515	424746	21	1.246913	0.001913
69	4154938	344325	21	1.261545	0.00215
70	3335654	280885	21	1.281877	0.002419
71	2671391	228092	21	1.299785	0.002722
72	2159293	186885	20	1.317533	0.003048
73	1761243	154784	20	1.337844	0.0034
74	1448491	129003	20	1.35576	0.003775
75	1216775	110810	20	1.386333	0.004165
76	1047070	95887	20	1.394064	0.004502
77	919438	84491	19	1.3989	0.004813
78	816646	75585	19	1.408966	0.005125
79	713614	65788	19	1.403402	0.005472
80	608483	55885	19	1.398124	0.005914
81	510800	47235	19	1.407705	0.006477
82	428056	39641	18	1.409752	0.007081
83	351779	32953	18	1.426014	0.007856
84	274259	27608	18	1.532402	0.009223
85	198758	20927	18	1.602807	0.01108
86	131616	14306	17	1.654658	0.013834
87	85463	9660	17	1.720671	0.017507
88	58702	6236	17	1.617156	0.020479
89	38045	4588	17	1.835797	0.027103
90	24959	2812	16	1.71509	0.032343
91	15854	4289	17	4.118281	0.062884
92	9379	1157	16	1.877914	0.055209
93	5880	1025	16	2.65366	0.082886
94	3408	1567	15	6.999519	0.176821
95	1663	43446	16	397.700662	1.908013
96	986	9708	16	149.882738	1.521201
97	658	62908	15	1455.387867	5.802642
98	328	52216	15	2423.419072	10.605392
99	133	21526	15	2463.82842	16.79302
100	339	16	11	0.718487	0.179622


