## htsjdk.samtools.metrics.StringHeader
# picard.analysis.CollectWgsMetrics INPUT=out___/s_RA16_8_7_2.bam OUTPUT=out___/s_RA16_8_7_2___WGS.txt REFERENCE_SEQUENCE=/ifs/depot/assemblies/H.sapiens/b37/index/bwa/0.7.12/b37.fasta TMP_DIR=[/scratch/socci] VALIDATION_STRINGENCY=SILENT    MINIMUM_MAPPING_QUALITY=20 MINIMUM_BASE_QUALITY=20 COVERAGE_CAP=250 STOP_AFTER=-1 INCLUDE_BQ_HISTOGRAM=false VERBOSITY=INFO QUIET=false COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Jan 23 10:04:54 EST 2018

## METRICS CLASS	picard.analysis.CollectWgsMetrics$WgsMetrics
GENOME_TERRITORY	MEAN_COVERAGE	SD_COVERAGE	MEDIAN_COVERAGE	MAD_COVERAGE	PCT_EXC_MAPQ	PCT_EXC_DUPE	PCT_EXC_UNPAIRED	PCT_EXC_BASEQ	PCT_EXC_OVERLAP	PCT_EXC_CAPPED	PCT_EXC_TOTAL	PCT_5X	PCT_10X	PCT_15X	PCT_20X	PCT_25X	PCT_30X	PCT_40X	PCT_50X	PCT_60X	PCT_70X	PCT_80X	PCT_90X	PCT_100X
2900434419	8.455744	4.68839	8	2	0.038832	0	0.000397	0.020244	0.066444	0.008372	0.134288	0.875457	0.357602	0.05079	0.00524	0.00177	0.001178	0.000671	0.000428	0.00031	0.000257	0.000225	0.000202	0.000185

## HISTOGRAM	java.lang.Integer
coverage	count
0	66237804
1	19834747
2	41442088
3	84889259
4	148823467
5	221906054
6	287385543
7	329806615
8	341090583
9	321817166
10	280185102
11	227246382
12	172880675
13	124429730
14	85145899
15	55716843
16	35044474
17	21326348
18	12647027
19	7379663
20	4300225
21	2541329
22	1548996
23	992771
24	681987
25	497612
26	388932
27	319934
28	272120
29	238646
30	212490
31	190441
32	173010
33	158983
34	146522
35	135770
36	127212
37	117361
38	108901
39	100785
40	93664
41	86729
42	81304
43	76269
44	70949
45	65819
46	62220
47	58463
48	55286
49	51466
50	48037
51	44836
52	41621
53	38116
54	34897
55	32152
56	29343
57	26791
58	24611
59	22932
60	21267
61	18889
62	17882
63	16490
64	14940
65	14367
66	13461
67	12891
68	12215
69	11636
70	11161
71	10758
72	10188
73	9676
74	9452
75	8676
76	8473
77	8226
78	7849
79	7558
80	7274
81	7251
82	7148
83	7068
84	6933
85	6634
86	6254
87	6190
88	6099
89	5828
90	5673
91	5490
92	5271
93	5176
94	5214
95	4994
96	4879
97	4872
98	4626
99	4500
100	4450
101	4379
102	4363
103	4192
104	4104
105	4097
106	4056
107	3858
108	3678
109	3690
110	3761
111	3520
112	3574
113	3538
114	3513
115	3443
116	3322
117	3364
118	3248
119	3198
120	3092
121	3064
122	3149
123	2876
124	3001
125	2911
126	2796
127	2697
128	2632
129	2691
130	2593
131	2636
132	2511
133	2471
134	2490
135	2410
136	2407
137	2354
138	2295
139	2206
140	2189
141	2167
142	2172
143	2106
144	1974
145	1945
146	1973
147	1907
148	1899
149	1835
150	1753
151	1904
152	1857
153	1849
154	1835
155	1853
156	1800
157	1799
158	1797
159	1737
160	1702
161	1653
162	1638
163	1612
164	1516
165	1492
166	1516
167	1531
168	1508
169	1565
170	1500
171	1483
172	1404
173	1416
174	1486
175	1446
176	1436
177	1443
178	1391
179	1362
180	1296
181	1332
182	1213
183	1320
184	1319
185	1277
186	1252
187	1344
188	1302
189	1292
190	1282
191	1303
192	1239
193	1184
194	1248
195	1198
196	1192
197	1145
198	1203
199	1185
200	1167
201	1118
202	1143
203	1102
204	1030
205	1029
206	1026
207	1000
208	1011
209	1018
210	1019
211	1012
212	958
213	957
214	965
215	923
216	932
217	910
218	903
219	914
220	950
221	907
222	826
223	888
224	909
225	920
226	924
227	860
228	862
229	878
230	868
231	831
232	883
233	868
234	881
235	795
236	818
237	822
238	794
239	798
240	814
241	769
242	767
243	773
244	811
245	770
246	749
247	770
248	737
249	774
250	268629

