## htsjdk.samtools.metrics.StringHeader
# picard.sam.markduplicates.MarkDuplicates INPUT=[out___/s_RA17_22_11_1.bam] OUTPUT=out___/s_RA17_22_11_1___MD.bam METRICS_FILE=out___/s_RA17_22_11_1___MD.txt TMP_DIR=[/scratch/socci] VALIDATION_STRINGENCY=SILENT CREATE_INDEX=true REFERENCE_SEQUENCE=/ifs/depot/assemblies/H.sapiens/b37/index/bwa/0.7.12/b37.fasta    MAX_SEQUENCES_FOR_DISK_READ_ENDS_MAP=50000 MAX_FILE_HANDLES_FOR_READ_ENDS_MAP=8000 SORTING_COLLECTION_SIZE_RATIO=0.25 PROGRAM_RECORD_ID=MarkDuplicates PROGRAM_GROUP_NAME=MarkDuplicates REMOVE_DUPLICATES=false ASSUME_SORTED=false DUPLICATE_SCORING_STRATEGY=SUM_OF_BASE_QUALITIES READ_NAME_REGEX=[a-zA-Z0-9]+:[0-9]:([0-9]+):([0-9]+):([0-9]+).* OPTICAL_DUPLICATE_PIXEL_DISTANCE=100 VERBOSITY=INFO QUIET=false COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_MD5_FILE=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Jan 23 16:05:38 EST 2018

## METRICS CLASS	picard.sam.DuplicationMetrics
LIBRARY	UNPAIRED_READS_EXAMINED	READ_PAIRS_EXAMINED	UNMAPPED_READS	UNPAIRED_READ_DUPLICATES	READ_PAIR_DUPLICATES	READ_PAIR_OPTICAL_DUPLICATES	PERCENT_DUPLICATION	ESTIMATED_LIBRARY_SIZE
s_RA17_22_11_1	909819	768162612	1222945	329427	51662875	40907130	0.06743	24343864450

## HISTOGRAM	java.lang.Double
BIN	VALUE
1.0	1.055366
2.0	2.07795
3.0	3.068771
4.0	4.028815
5.0	4.959038
6.0	5.860366
7.0	6.733698
8.0	7.579902
9.0	8.399821
10.0	9.194271
11.0	9.964045
12.0	10.709908
13.0	11.432602
14.0	12.132849
15.0	12.811344
16.0	13.468764
17.0	14.105763
18.0	14.722976
19.0	15.321017
20.0	15.900481
21.0	16.461946
22.0	17.005971
23.0	17.533097
24.0	18.04385
25.0	18.538738
26.0	19.018253
27.0	19.482874
28.0	19.933063
29.0	20.369268
30.0	20.791923
31.0	21.20145
32.0	21.598257
33.0	21.982737
34.0	22.355275
35.0	22.716241
36.0	23.065995
37.0	23.404885
38.0	23.733248
39.0	24.051412
40.0	24.359692
41.0	24.658397
42.0	24.947824
43.0	25.22826
44.0	25.499986
45.0	25.763271
46.0	26.018378
47.0	26.265561
48.0	26.505065
49.0	26.737131
50.0	26.961988
51.0	27.17986
52.0	27.390965
53.0	27.595512
54.0	27.793706
55.0	27.985744
56.0	28.171816
57.0	28.352109
58.0	28.526801
59.0	28.696067
60.0	28.860076
61.0	29.01899
62.0	29.172967
63.0	29.322162
64.0	29.466723
65.0	29.606793
66.0	29.742512
67.0	29.874016
68.0	30.001435
69.0	30.124896
70.0	30.244522
71.0	30.360432
72.0	30.472742
73.0	30.581563
74.0	30.687004
75.0	30.78917
76.0	30.888163
77.0	30.98408
78.0	31.077018
79.0	31.167069
80.0	31.254323
81.0	31.338867
82.0	31.420785
83.0	31.500158
84.0	31.577066
85.0	31.651584
86.0	31.723789
87.0	31.79375
88.0	31.861538
89.0	31.92722
90.0	31.990863
91.0	32.052528
92.0	32.112278
93.0	32.170172
94.0	32.226268
95.0	32.280621
96.0	32.333286
97.0	32.384315
98.0	32.433759
99.0	32.481667
100.0	32.528087

