## htsjdk.samtools.metrics.StringHeader
# picard.analysis.CollectWgsMetrics INPUT=out___/s_RA17_22_41_3.bam OUTPUT=out___/s_RA17_22_41_3___WGS.txt REFERENCE_SEQUENCE=/ifs/depot/assemblies/H.sapiens/b37/index/bwa/0.7.12/b37.fasta TMP_DIR=[/scratch/socci] VALIDATION_STRINGENCY=SILENT    MINIMUM_MAPPING_QUALITY=20 MINIMUM_BASE_QUALITY=20 COVERAGE_CAP=250 STOP_AFTER=-1 INCLUDE_BQ_HISTOGRAM=false VERBOSITY=INFO QUIET=false COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Wed Jan 24 02:04:49 EST 2018

## METRICS CLASS	picard.analysis.CollectWgsMetrics$WgsMetrics
GENOME_TERRITORY	MEAN_COVERAGE	SD_COVERAGE	MEDIAN_COVERAGE	MAD_COVERAGE	PCT_EXC_MAPQ	PCT_EXC_DUPE	PCT_EXC_UNPAIRED	PCT_EXC_BASEQ	PCT_EXC_OVERLAP	PCT_EXC_CAPPED	PCT_EXC_TOTAL	PCT_5X	PCT_10X	PCT_15X	PCT_20X	PCT_25X	PCT_30X	PCT_40X	PCT_50X	PCT_60X	PCT_70X	PCT_80X	PCT_90X	PCT_100X
2900434419	83.872989	22.694848	84	10	0.049456	0	0.000412	0.019319	0.042197	0.021333	0.132717	0.979753	0.977669	0.975989	0.974445	0.972909	0.971311	0.967344	0.960034	0.934902	0.842256	0.627272	0.360782	0.16854

## HISTOGRAM	java.lang.Integer
coverage	count
0	49765373
1	3414357
2	2218979
3	1792229
4	1534772
5	1377893
6	1268720
7	1193104
8	1133131
9	1071802
10	1031865
11	1001358
12	971174
13	941577
14	924893
15	908136
16	899636
17	894244
18	890217
19	888107
20	887068
21	889532
22	888638
23	892429
24	896685
25	902366
26	910967
27	923801
28	938701
29	958648
30	980535
31	1007004
32	1035114
33	1070888
34	1111120
35	1155899
36	1202416
37	1254848
38	1309107
39	1379479
40	1450527
41	1537267
42	1637768
43	1757857
44	1901042
45	2075548
46	2279657
47	2534990
48	2833913
49	3193655
50	3622884
51	4127026
52	4719747
53	5422030
54	6242750
55	7196329
56	8307190
57	9570292
58	11017887
59	12667822
60	14530686
61	16620839
62	18968790
63	21566993
64	24409253
65	27493434
66	30808701
67	34332916
68	38049356
69	41931509
70	45892944
71	49888752
72	53878294
73	57793519
74	61549234
75	65083773
76	68349304
77	71287622
78	73851298
79	75971814
80	77614447
81	78843663
82	79537372
83	79728234
84	79451586
85	78679004
86	77489765
87	75916969
88	73967841
89	71709343
90	69180389
91	66443373
92	63539258
93	60518645
94	57433446
95	54284454
96	51149994
97	48048075
98	44989228
99	41997373
100	39093519
101	36325065
102	33657181
103	31132946
104	28739320
105	26478594
106	24343961
107	22367121
108	20516531
109	18787766
110	17184144
111	15712861
112	14338895
113	13084319
114	11924203
115	10862070
116	9890465
117	8997860
118	8187916
119	7446902
120	6771095
121	6155502
122	5600261
123	5094742
124	4633074
125	4213125
126	3835259
127	3491162
128	3180632
129	2894153
130	2634458
131	2399851
132	2187279
133	1996530
134	1822736
135	1666747
136	1522331
137	1394602
138	1277537
139	1170705
140	1074823
141	986635
142	907996
143	837658
144	774123
145	713886
146	661760
147	615729
148	571295
149	531480
150	496495
151	464674
152	434437
153	408018
154	384353
155	362919
156	343606
157	325837
158	309142
159	295230
160	282645
161	270463
162	259066
163	249260
164	238680
165	229009
166	220131
167	213437
168	205927
169	199533
170	192861
171	187068
172	180548
173	175932
174	170109
175	164434
176	160221
177	154644
178	150414
179	145756
180	142483
181	137669
182	133276
183	129270
184	125262
185	122830
186	119028
187	116437
188	112768
189	110601
190	107651
191	104904
192	102145
193	99822
194	97213
195	94829
196	92408
197	90235
198	88596
199	86902
200	85070
201	83286
202	82186
203	80563
204	79613
205	78062
206	76419
207	75471
208	73739
209	73386
210	72403
211	71134
212	70245
213	68952
214	68230
215	66932
216	66011
217	64667
218	64286
219	63036
220	62306
221	60946
222	60359
223	59733
224	58499
225	58015
226	56828
227	56142
228	55611
229	55470
230	54241
231	53408
232	52464
233	52299
234	51312
235	51079
236	49890
237	49618
238	48590
239	47489
240	46800
241	46127
242	44715
243	44431
244	44264
245	42629
246	41867
247	40823
248	40304
249	39541
250	5072462

