## htsjdk.samtools.metrics.StringHeader
# picard.analysis.CollectGcBiasMetrics REFERENCE_SEQUENCE=/ifs/depot/assemblies/H.sapiens/b37/index/bwa/0.7.12/b37.fasta INPUT=out___/s_RA17_22_35_1.bam OUTPUT=out___/s_RA17_22_35_1___GCB.txt CHART_OUTPUT=out___/s_RA17_22_35_1___GCB.pdf SUMMARY_OUTPUT=out___/s_RA17_22_35_1___GCBsummary.txt TMP_DIR=[/scratch/socci] VALIDATION_STRINGENCY=SILENT    WINDOW_SIZE=100 MINIMUM_GENOME_FRACTION=1.0E-5 ASSUME_SORTED=false IS_BISULFITE_SEQUENCED=false VERBOSITY=INFO QUIET=false COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Wed Jan 24 01:01:21 EST 2018

## METRICS CLASS	picard.analysis.GcBiasDetailMetrics
GC	WINDOWS	READ_STARTS	MEAN_BASE_QUALITY	NORMALIZED_COVERAGE	ERROR_BAR_WIDTH
0	147859	35252	15	0.34231	0.001823
1	108735	19684	15	0.259913	0.001853
2	125328	25121	16	0.287788	0.001816
3	161707	111819	19	0.992819	0.002969
4	172430	52380	17	0.43615	0.001906
5	176048	55688	17	0.454165	0.001925
6	197132	68134	17	0.496238	0.001901
7	207827	79938	18	0.552249	0.001953
8	233446	98978	18	0.608745	0.001935
9	260866	121980	18	0.671358	0.001922
10	302776	155905	18	0.739302	0.001872
11	366886	208091	18	0.814339	0.001785
12	475988	286144	19	0.863121	0.001614
13	625806	404572	20	0.928195	0.001459
14	884586	571496	20	0.927591	0.001227
15	1299770	882196	21	0.9745	0.001038
16	1939300	1358464	21	1.005742	0.000863
17	2908647	2151537	22	1.06204	0.000724
18	4359342	3210152	22	1.057275	0.00059
19	6430002	4775070	22	1.066232	0.000488
20	9284118	6914529	22	1.069314	0.000407
21	13051720	9642132	23	1.06069	0.000342
22	17810187	12962931	23	1.045004	0.00029
23	23626936	16930625	23	1.028842	0.00025
24	30480566	21472344	24	1.011439	0.000218
25	38211236	26616259	24	1.00009	0.000194
26	46523994	32102260	24	0.990699	0.000175
27	55206768	37837865	25	0.984051	0.00016
28	63974508	43676563	25	0.980223	0.000148
29	72527056	49407771	25	0.978089	0.000139
30	80679703	54830332	25	0.975753	0.000132
31	88258407	59955788	25	0.975345	0.000126
32	94991572	64788175	25	0.979251	0.000122
33	100740761	69177559	25	0.985924	0.000119
34	105345024	73176846	24	0.997339	0.000117
35	108891484	76649173	24	1.010641	0.000115
36	111158823	79279016	24	1.023994	0.000115
37	111918627	80789610	23	1.036421	0.000115
38	110882356	80908224	23	1.047643	0.000116
39	108379615	79674513	23	1.055492	0.000118
40	104836501	76950591	23	1.053859	0.00012
41	100572106	73073235	23	1.043191	0.000122
42	95856492	68781632	23	1.03023	0.000124
43	91174666	64345479	23	1.013274	0.000126
44	86951806	60202573	23	0.994076	0.000128
45	83368003	56894794	23	0.979843	0.00013
46	80367152	53954947	24	0.963909	0.000131
47	77839892	51838474	24	0.956166	0.000133
48	75195920	49753499	24	0.949976	0.000135
49	71904126	47382954	24	0.946132	0.000137
50	67723470	44589257	24	0.94531	0.000142
51	62843327	41379426	24	0.945385	0.000147
52	57797477	38161078	24	0.947971	0.000153
53	53096114	35187878	24	0.95151	0.00016
54	48909387	32618899	24	0.957547	0.000168
55	45220793	30373698	24	0.964368	0.000175
56	41676495	28183777	23	0.970937	0.000183
57	37911902	25812051	23	0.97753	0.000192
58	33761496	23141643	23	0.984137	0.000205
59	29258970	20197412	23	0.991106	0.000221
60	24743566	17234162	23	1.000026	0.000241
61	20577658	14471708	23	1.009734	0.000265
62	17020594	12126009	22	1.022884	0.000294
63	14078001	10161846	22	1.03637	0.000325
64	11648917	8519910	22	1.050105	0.00036
65	9624766	7133352	22	1.06411	0.000398
66	7943555	5969720	22	1.079002	0.000442
67	6468111	4931801	21	1.094741	0.000493
68	5185515	4025521	21	1.114586	0.000556
69	4154938	3260920	21	1.126831	0.000624
70	3335654	2641447	21	1.136957	0.0007
71	2671391	2127221	20	1.143295	0.000784
72	2159293	1732617	20	1.152058	0.000875
73	1761243	1435745	20	1.170419	0.000977
74	1448491	1199409	20	1.188871	0.001086
75	1216775	1028335	20	1.21341	0.001197
76	1047070	887173	20	1.21651	0.001292
77	919438	786417	19	1.228043	0.001385
78	816646	706637	19	1.242355	0.001478
79	713614	607025	19	1.221312	0.001568
80	608483	514212	19	1.213325	0.001692
81	510800	435111	18	1.223017	0.001854
82	428056	366062	18	1.227827	0.002029
83	351779	305591	18	1.247251	0.002256
84	274259	256643	18	1.343544	0.002652
85	198758	192974	17	1.393983	0.003173
86	131616	134087	17	1.46272	0.003995
87	85463	91707	17	1.540663	0.005088
88	58702	58583	17	1.432854	0.00592
89	38045	44424	17	1.676499	0.007954
90	24959	26814	16	1.542473	0.00942
91	15854	40421	17	3.660593	0.018207
92	9379	11121	16	1.702435	0.016144
93	5880	10167	16	2.482554	0.024621
94	3408	15888	15	6.693494	0.053103
95	1663	425140	16	367.048084	0.562933
96	986	98911	16	144.029323	0.457961
97	658	682409	15	1489.025362	1.802518
98	328	538971	15	2359.254527	3.213602
99	133	220495	15	2380.292605	5.069101
100	339	187	13	0.792	0.057917


