## htsjdk.samtools.metrics.StringHeader
# picard.analysis.CollectWgsMetrics INPUT=out___/s_RA17_22_27_2.bam OUTPUT=out___/s_RA17_22_27_2___WGS.txt REFERENCE_SEQUENCE=/ifs/depot/assemblies/H.sapiens/b37/index/bwa/0.7.12/b37.fasta TMP_DIR=[/scratch/socci] VALIDATION_STRINGENCY=SILENT    MINIMUM_MAPPING_QUALITY=20 MINIMUM_BASE_QUALITY=20 COVERAGE_CAP=250 STOP_AFTER=-1 INCLUDE_BQ_HISTOGRAM=false VERBOSITY=INFO QUIET=false COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false
## htsjdk.samtools.metrics.StringHeader
# Started on: Tue Jan 23 20:43:46 EST 2018

## METRICS CLASS	picard.analysis.CollectWgsMetrics$WgsMetrics
GENOME_TERRITORY	MEAN_COVERAGE	SD_COVERAGE	MEDIAN_COVERAGE	MAD_COVERAGE	PCT_EXC_MAPQ	PCT_EXC_DUPE	PCT_EXC_UNPAIRED	PCT_EXC_BASEQ	PCT_EXC_OVERLAP	PCT_EXC_CAPPED	PCT_EXC_TOTAL	PCT_5X	PCT_10X	PCT_15X	PCT_20X	PCT_25X	PCT_30X	PCT_40X	PCT_50X	PCT_60X	PCT_70X	PCT_80X	PCT_90X	PCT_100X
2900434419	79.349463	20.620517	80	9	0.039259	0	0.000386	0.01886	0.050058	0.014437	0.122999	0.979328	0.977162	0.975403	0.973767	0.97209	0.970235	0.965322	0.955768	0.920258	0.791077	0.526806	0.249821	0.089059

## HISTOGRAM	java.lang.Integer
coverage	count
0	50983770
1	3400298
2	2224413
3	1792791
4	1557586
5	1419580
6	1320303
7	1234308
8	1177790
9	1129786
10	1079259
11	1042694
12	1013934
13	990151
14	976684
15	963741
16	948160
17	941561
18	945184
19	944967
20	949794
21	960767
22	972078
23	983335
24	999248
25	1019943
26	1043614
27	1072747
28	1104989
29	1138812
30	1179472
31	1221556
32	1269399
33	1320585
34	1377409
35	1435541
36	1496810
37	1566382
38	1646123
39	1735452
40	1838714
41	1954967
42	2093961
43	2261713
44	2460861
45	2701474
46	2995200
47	3347682
48	3769399
49	4287510
50	4902805
51	5637356
52	6505158
53	7537436
54	8743936
55	10160379
56	11794962
57	13675160
58	15814217
59	18221118
60	20921415
61	23928345
62	27211061
63	30791020
64	34622307
65	38686697
66	42937348
67	47353469
68	51856761
69	56374415
70	60852255
71	65224976
72	69420480
73	73297197
74	76829786
75	79963157
76	82617949
77	84725950
78	86300860
79	87267227
80	87637724
81	87396540
82	86569689
83	85170181
84	83290621
85	80903335
86	78109688
87	74962874
88	71504944
89	67830718
90	63990218
91	60046075
92	56038058
93	52066877
94	48134539
95	44279749
96	40567819
97	37021983
98	33655915
99	30479641
100	27522506
101	24765589
102	22214568
103	19866756
104	17727895
105	15789043
106	14019789
107	12434392
108	11003345
109	9712688
110	8572198
111	7545852
112	6643455
113	5835580
114	5125550
115	4494836
116	3945297
117	3459073
118	3032801
119	2659841
120	2334123
121	2051624
122	1801416
123	1586752
124	1396940
125	1234177
126	1093007
127	968007
128	857352
129	764528
130	685245
131	615760
132	554467
133	503067
134	455052
135	415344
136	379219
137	348909
138	322322
139	299784
140	279381
141	262172
142	246553
143	232839
144	221531
145	211539
146	201501
147	193675
148	186746
149	180513
150	173576
151	168313
152	163238
153	158854
154	154728
155	150082
156	146614
157	143382
158	140569
159	136563
160	133659
161	131850
162	128576
163	126235
164	124781
165	121973
166	120108
167	117061
168	114464
169	111963
170	109540
171	107260
172	105365
173	103528
174	101298
175	99046
176	97756
177	94840
178	93399
179	91136
180	89965
181	87427
182	86214
183	83554
184	81804
185	80195
186	79336
187	77562
188	76245
189	75252
190	73352
191	72212
192	71344
193	69721
194	68333
195	67326
196	65910
197	64569
198	63528
199	62193
200	61775
201	60271
202	59921
203	58377
204	58046
205	57076
206	55757
207	54941
208	53929
209	52391
210	52249
211	51324
212	50300
213	49968
214	48601
215	48133
216	47541
217	47038
218	46017
219	45406
220	44541
221	43840
222	43513
223	42805
224	42168
225	41599
226	40965
227	40990
228	39891
229	39662
230	38795
231	38884
232	38022
233	37406
234	37219
235	36684
236	36057
237	35451
238	34965
239	34744
240	33835
241	32923
242	32469
243	31943
244	31333
245	30937
246	30458
247	29621
248	29592
249	28639
250	3630122

